epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3782.63,1.0746,0.60831,1.01676,0.89108,0.86459,0.92349,0.63657,1.21294,0.58621,0.95049,0.0091882,0.0091882,0.0091882
43,3870.66,1.07468,0.61079,1.01354,0.89458,0.86999,0.92671,0.63902,1.21139,0.57914,0.94903,0.0091684,0.0091684,0.0091684
44,3960.07,1.0624,0.60503,1.01428,0.89267,0.87241,0.92778,0.6408,1.20907,0.57772,0.94771,0.0091486,0.0091486,0.0091486
45,4049.71,1.06427,0.60313,1.01153,0.89259,0.875,0.92819,0.64251,1.2045,0.57606,0.94658,0.0091288,0.0091288,0.0091288
46,4138.03,1.07519,0.61046,1.01527,0.89068,0.87383,0.92748,0.64243,1.2033,0.57684,0.94608,0.009109,0.009109,0.009109
47,4226.04,1.06446,0.60298,1.01455,0.89002,0.87438,0.92662,0.64311,1.20007,0.57649,0.94568,0.0090892,0.0090892,0.0090892
48,4314.94,1.06683,0.59589,1.01701,0.89128,0.8728,0.92632,0.64304,1.19689,0.57296,0.94546,0.0090694,0.0090694,0.0090694
49,4404.42,1.0643,0.59639,1.00947,0.89096,0.87314,0.92671,0.64354,1.19405,0.57127,0.94493,0.0090496,0.0090496,0.0090496
50,4492.28,1.06216,0.59624,1.01311,0.89076,0.87461,0.92926,0.64493,1.1908,0.56864,0.94422,0.0090298,0.0090298,0.0090298
51,4583.12,1.05713,0.58934,1.00739,0.88923,0.87815,0.93079,0.64746,1.1879,0.566,0.94307,0.00901,0.00901,0.00901
52,4675.15,1.05883,0.59491,1.00991,0.88653,0.875,0.9302,0.64802,1.18473,0.5644,0.94203,0.0089902,0.0089902,0.0089902
53,4763.79,1.05678,0.59079,1.00904,0.88961,0.87421,0.93023,0.64937,1.18356,0.56225,0.94105,0.0089704,0.0089704,0.0089704
54,4852.68,1.04479,0.58072,1.00682,0.89811,0.86869,0.93026,0.6506,1.18035,0.56003,0.94005,0.0089506,0.0089506,0.0089506
55,4942.43,1.05263,0.58453,1.00674,0.90159,0.86317,0.92945,0.64991,1.17833,0.55819,0.93936,0.0089308,0.0089308,0.0089308
56,5030.99,1.04249,0.58132,1.00522,0.90296,0.86593,0.9301,0.65097,1.17598,0.55748,0.93881,0.008911,0.008911,0.008911
57,5118.33,1.04806,0.58489,1.00615,0.91109,0.86069,0.93087,0.65117,1.17375,0.55537,0.93809,0.0088912,0.0088912,0.0088912
58,5207.38,1.03297,0.5748,1.00138,0.91026,0.86002,0.93115,0.65214,1.17251,0.55474,0.9377,0.0088714,0.0088714,0.0088714
59,5294.78,1.03802,0.57959,1.00244,0.90778,0.86173,0.9327,0.6534,1.16911,0.5531,0.93706,0.0088516,0.0088516,0.0088516
60,5383.52,1.03656,0.57532,1.00069,0.91163,0.86239,0.93267,0.65397,1.16726,0.55135,0.93647,0.0088318,0.0088318,0.0088318
61,5470.76,1.03584,0.56718,0.99991,0.90944,0.86475,0.9328,0.65352,1.16607,0.54974,0.936,0.008812,0.008812,0.008812
62,5558.01,1.03015,0.57215,1.00199,0.91471,0.8608,0.93321,0.65473,1.16429,0.54857,0.93552,0.0087922,0.0087922,0.0087922
63,5646.5,1.03829,0.57287,0.9974,0.9177,0.86175,0.93315,0.65528,1.1619,0.54658,0.93496,0.0087724,0.0087724,0.0087724
64,5734.07,1.02702,0.56838,0.99722,0.91704,0.86305,0.93315,0.65574,1.15962,0.5454,0.93434,0.0087526,0.0087526,0.0087526
65,5822.04,1.02992,0.56958,0.99615,0.91617,0.86187,0.93233,0.65591,1.15687,0.54456,0.93352,0.0087328,0.0087328,0.0087328
66,5911.19,1.02099,0.567,0.99513,0.91559,0.86396,0.93369,0.65698,1.15421,0.54282,0.93269,0.008713,0.008713,0.008713
