epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,6221.76,1.25899,0.59916,0.91333,0.94612,0.91026,0.97178,0.66034,1.1584,0.51455,0.88569,0.007228,0.007228,0.007228
86,6294.54,1.23953,0.59608,0.90932,0.94819,0.91026,0.97192,0.66116,1.15641,0.51352,0.88509,0.007195,0.007195,0.007195
87,6367.7,1.25089,0.5975,0.9122,0.94908,0.91112,0.97221,0.6615,1.15463,0.51272,0.88461,0.007162,0.007162,0.007162
88,6440.54,1.23905,0.59162,0.90693,0.9492,0.91063,0.9724,0.66197,1.15286,0.51191,0.88426,0.007129,0.007129,0.007129
89,6513.77,1.22967,0.58776,0.90755,0.94911,0.9117,0.97306,0.66271,1.15123,0.5111,0.88382,0.007096,0.007096,0.007096
90,6586.24,1.23339,0.59063,0.90824,0.94984,0.91212,0.97317,0.66394,1.149,0.51013,0.88329,0.007063,0.007063,0.007063
91,6658.41,1.22728,0.58674,0.90571,0.951,0.91313,0.97357,0.6644,1.14737,0.50892,0.88293,0.00703,0.00703,0.00703
92,6731.21,1.22931,0.58887,0.90436,0.94984,0.91313,0.97338,0.66491,1.14534,0.50816,0.88239,0.006997,0.006997,0.006997
93,6804.59,1.22724,0.58476,0.90925,0.95075,0.91428,0.97355,0.66527,1.14319,0.50683,0.882,0.006964,0.006964,0.006964
94,6877.34,1.21748,0.58328,0.90327,0.95222,0.9137,0.97388,0.66628,1.14071,0.50599,0.88157,0.006931,0.006931,0.006931
95,6949.89,1.2135,0.58301,0.90437,0.9531,0.91465,0.97395,0.66705,1.13911,0.50495,0.88104,0.006898,0.006898,0.006898
96,7022.63,1.21358,0.58409,0.89997,0.95485,0.91548,0.97412,0.6678,1.13701,0.50362,0.88066,0.006865,0.006865,0.006865
97,7094.45,1.2146,0.57903,0.90368,0.95605,0.916,0.97387,0.66825,1.1349,0.50271,0.88034,0.006832,0.006832,0.006832
98,7166.29,1.20437,0.57344,0.90184,0.95663,0.91657,0.97428,0.66886,1.13312,0.50297,0.87993,0.006799,0.006799,0.006799
99,7238.5,1.20481,0.57482,0.90209,0.95631,0.91623,0.974,0.66955,1.13147,0.50174,0.87953,0.006766,0.006766,0.006766
100,7311.34,1.19458,0.57148,0.90158,0.95749,0.91695,0.97445,0.67005,1.13017,0.50072,0.87929,0.006733,0.006733,0.006733
101,7383.64,1.20011,0.57485,0.89868,0.9582,0.91743,0.97455,0.67044,1.12824,0.50007,0.87878,0.0067,0.0067,0.0067
102,7456.8,1.18959,0.56542,0.89798,0.95827,0.91714,0.97465,0.67066,1.12664,0.49945,0.87844,0.006667,0.006667,0.006667
103,7528.83,1.1935,0.56723,0.9,0.95813,0.91841,0.97525,0.67171,1.12491,0.49859,0.8781,0.006634,0.006634,0.006634
104,7601.66,1.19673,0.56704,0.89929,0.95773,0.91858,0.97496,0.67276,1.12265,0.49743,0.87767,0.006601,0.006601,0.006601
105,7674.23,1.18974,0.56505,0.89504,0.95717,0.91886,0.97501,0.67356,1.12046,0.49651,0.87733,0.006568,0.006568,0.006568
106,7746.76,1.19037,0.56919,0.89639,0.95687,0.91972,0.97528,0.67408,1.11832,0.49585,0.87688,0.006535,0.006535,0.006535
